shipment_id,origin,destination,transport_type,shipment_date,delivery_date,distance_km,weight_kg,weight_bucket,duration_days,shipment_cost_aed,cost_per_km,delay_flag,temperature_c,weather,day_of_week_num,month_num,is_weekend
201,Fujairah,"Ras Al Khaimah",Air,2023-04-23,2023-12-11,1015.44,211.61,Light,232,537.19,0.529,1,27,Hot,NULL,NULL,1
203,"Abu Dhabi",Fujairah,Courier,2023-04-23,2023-01-14,1282.21,1299.53,Medium,1,2999.29,2.339,0,29.4,Clear,NULL,NULL,1
204,Dubai,Sharjah,Courier,2023-03-22,2023-10-27,1389.81,884.36,Medium,219,2212.37,1.592,1,44.9,"Dust Storm",NULL,NULL,0
206,"Ras Al Khaimah","Umm Al Quwain",Truck,2023-04-23,2023-02-21,1186.28,3845.94,Heavy,1,4106.13,3.461,1,48.2,"Dust Storm",NULL,NULL,1
208,"Abu Dhabi",Ajman,Truck,2023-05-10,2023-05-30,444.91,2028.87,Heavy,20,812.4,1.826,1,49.4,Clear,NULL,NULL,0
209,"Umm Al Quwain",Dubai,Courier,2023-08-08,2023-08-08,542.64,4833.2,Heavy,1,4720.84,8.7,1,32,"Dust Storm",NULL,NULL,0
210,Dubai,Fujairah,Courier,2023-02-23,2023-05-03,1841.73,2236.28,Heavy,69,7413.52,4.025,1,35.7,Clear,NULL,NULL,0
211,"Umm Al Quwain",Dubai,Air,2023-12-09,2023-07-31,1526.01,4638.65,Heavy,1,17696.57,11.597,1,27.7,"Dust Storm",NULL,NULL,1
212,"Ras Al Khaimah","Umm Al Quwain",Air,2023-08-12,2023-10-08,1119.15,1498.82,Medium,57,4193.51,3.747,1,46.9,Rainy,NULL,NULL,1
213,Sharjah,Dubai,Air,2023-08-13,2023-01-27,526.55,2006.13,Heavy,1,2640.82,5.015,0,25.4,Rainy,NULL,NULL,1
214,"Umm Al Quwain",Fujairah,Air,2023-05-06,2023-06-23,248.46,1984.44,Medium,48,1232.63,4.961,1,38.3,Clear,NULL,NULL,1
215,"Umm Al Quwain",Fujairah,Air,2023-05-10,2023-06-06,1800.56,2732.66,Heavy,27,12300.8,6.832,1,44,"Dust Storm",NULL,NULL,0
216,"Abu Dhabi","Umm Al Quwain",Courier,2023-02-22,2023-08-27,1788.55,2923.32,Heavy,186,9411.31,5.262,1,37.9,Clear,NULL,NULL,0
217,"Ras Al Khaimah",Ajman,Air,2023-06-21,2023-03-24,248.07,1244.38,Medium,1,771.73,3.111,0,22.4,Clear,NULL,NULL,0
218,"Abu Dhabi",Fujairah,Ship,2023-08-06,2023-12-23,1600.52,3968.95,Heavy,139,8893.34,5.557,1,38.3,Clear,NULL,NULL,1
219,"Ras Al Khaimah","Umm Al Quwain",Truck,2023-06-09,2023-10-01,909.89,2485.15,Heavy,114,2035.09,2.237,1,43,Hot,NULL,NULL,0
220,"Ras Al Khaimah",Ajman,Truck,2023-07-17,2023-03-10,668.21,40.18,Light,1,24.16,0.036,1,25.6,"Dust Storm",NULL,NULL,0
221,Fujairah,"Abu Dhabi",Ship,2023-09-04,2023-02-14,1486.04,2958.75,Heavy,1,6155.55,4.142,1,42.1,"Dust Storm",NULL,NULL,0
222,Fujairah,"Umm Al Quwain",Air,2023-11-20,2023-03-03,1240.23,3991.31,Heavy,1,12375.36,9.978,0,46.4,Clear,NULL,NULL,0
223,Fujairah,"Abu Dhabi",Courier,2023-07-22,2023-05-04,1566.66,1256.08,Medium,1,3542.13,2.261,0,49.6,Rainy,NULL,NULL,1
224,Sharjah,Fujairah,Courier,2023-07-03,2023-12-16,176.43,194.17,Light,166,61.66,0.349,1,32.3,Clear,NULL,NULL,0
225,Sharjah,Dubai,Ship,2023-05-03,2023-07-16,657.62,4036.86,Heavy,74,3716.61,5.652,1,20.8,Rainy,NULL,NULL,0
226,"Ras Al Khaimah",Sharjah,Ship,2023-09-12,2023-11-27,659.05,4881.5,Heavy,76,4504.01,6.834,1,32.6,"Dust Storm",NULL,NULL,0
227,Ajman,Dubai,Ship,2023-10-21,2023-11-20,679.61,387.44,Light,30,368.63,0.542,1,39.8,"Dust Storm",NULL,NULL,1
228,"Abu Dhabi",Fujairah,Truck,2023-10-07,2023-04-22,1019.89,4690.49,Heavy,1,4305.41,4.221,0,46.7,Clear,NULL,NULL,1
229,Fujairah,Ajman,Ship,2023-11-21,2023-09-16,587.54,1799.58,Medium,1,1480.26,2.519,0,48.1,Hot,NULL,NULL,0
230,"Abu Dhabi","Umm Al Quwain",Courier,2023-04-08,2023-03-31,905.44,4707.49,Heavy,1,7672.23,8.473,1,47.3,"Dust Storm",NULL,NULL,1
231,"Umm Al Quwain",Dubai,Air,2023-07-17,2023-07-18,754.52,3245.95,Heavy,1,6122.84,8.115,1,39.7,"Dust Storm",NULL,NULL,0
232,"Ras Al Khaimah","Abu Dhabi",Courier,2023-08-28,2023-10-10,1478.53,4451.77,Heavy,43,11847.74,8.013,1,40.5,"Dust Storm",NULL,NULL,0
233,Dubai,"Ras Al Khaimah",Ship,2023-05-24,2023-07-20,1218.9,3930.24,Heavy,57,6706.8,5.502,1,20.1,Hot,NULL,NULL,0
234,"Ras Al Khaimah",Fujairah,Courier,2023-04-07,2023-04-10,1317.65,144.85,Light,3,343.55,0.261,1,30.9,"Dust Storm",NULL,NULL,0
235,Sharjah,Dubai,Truck,2023-07-20,2023-01-28,444.85,331.89,Light,1,132.88,0.299,0,47.2,Clear,NULL,NULL,0
236,Ajman,"Ras Al Khaimah",Courier,2023-05-04,2023-03-31,671.24,2631.09,Heavy,1,3178.97,4.736,0,40.7,Rainy,NULL,NULL,0
238,"Abu Dhabi",Ajman,Air,2023-11-22,2023-07-02,243.5,2307.87,Heavy,1,1404.92,5.77,1,23.1,"Dust Storm",NULL,NULL,0
239,Sharjah,Ajman,Ship,2023-12-15,2023-09-15,552.16,4773.38,Heavy,1,3689.94,6.683,0,27.4,Hot,NULL,NULL,0
240,Fujairah,Ajman,Air,2023-09-16,2023-07-09,158.96,1477.31,Medium,1,587.08,3.693,0,36.6,Rainy,NULL,NULL,1
241,Dubai,"Ras Al Khaimah",Ship,2023-05-28,2023-08-29,1217.19,2447.12,Heavy,93,4170.05,3.426,1,46.9,Rainy,NULL,NULL,1
243,"Abu Dhabi","Ras Al Khaimah",Air,2023-12-12,2023-07-16,228.61,3150.99,Heavy,1,1800.87,7.877,0,24.6,Clear,NULL,NULL,0
244,"Ras Al Khaimah",Fujairah,Air,2023-05-27,2023-10-25,1647.82,973.26,Medium,151,4009.39,2.433,1,39.7,"Dust Storm",NULL,NULL,1
245,"Abu Dhabi",Fujairah,Truck,2023-05-28,2023-06-15,264.07,1303.4,Medium,18,309.77,1.173,1,28.8,Rainy,NULL,NULL,1
246,Dubai,"Abu Dhabi",Truck,2023-12-18,2023-11-04,1349.73,4294.55,Heavy,1,5216.83,3.865,0,25.1,Rainy,NULL,NULL,0
247,Dubai,"Abu Dhabi",Courier,2023-07-18,2023-09-29,1297.02,4057.62,Heavy,73,9473.07,7.304,1,25.4,Clear,NULL,NULL,0
248,"Ras Al Khaimah",Fujairah,Courier,2023-11-04,2023-01-09,1808.35,3947,Heavy,1,12847.6,7.105,0,34.8,Clear,NULL,NULL,1
250,Ajman,Fujairah,Ship,2023-02-08,2023-04-25,651.43,2299.89,Heavy,76,2097.5,3.22,1,47.1,Hot,NULL,NULL,0
251,Fujairah,"Umm Al Quwain",Truck,2023-12-04,2023-12-06,208.84,3645.81,Heavy,2,685.25,3.281,0,35.9,Hot,NULL,NULL,0
253,"Ras Al Khaimah","Abu Dhabi",Courier,2023-05-09,2023-12-26,1825.84,508.04,Medium,231,1669.68,0.914,1,25.4,Clear,NULL,NULL,0
255,"Abu Dhabi","Umm Al Quwain",Truck,2023-05-31,2023-04-13,1454.11,797.52,Medium,1,1043.71,0.718,0,39.5,Clear,NULL,NULL,0
256,Fujairah,"Umm Al Quwain",Ship,2023-10-25,2023-12-01,1080.06,1957.3,Medium,37,2959.6,2.74,1,26.5,Rainy,NULL,NULL,0
257,Dubai,"Ras Al Khaimah",Air,2023-04-09,2023-06-27,1770.47,1490.64,Medium,79,6597.83,3.727,1,40.1,Hot,NULL,NULL,1
258,Dubai,"Umm Al Quwain",Truck,2023-09-20,2023-06-19,915.4,2997.81,Heavy,1,2469.78,2.698,0,26.3,Hot,NULL,NULL,0
262,Dubai,"Umm Al Quwain",Ship,2023-04-22,2023-08-12,135.66,4597.86,Heavy,112,873.24,6.437,1,47.3,"Dust Storm",NULL,NULL,1
263,"Ras Al Khaimah","Umm Al Quwain",Air,2023-03-01,2023-07-19,278.29,459.67,Light,140,319.8,1.149,1,48.4,Rainy,NULL,NULL,0
264,Sharjah,"Umm Al Quwain",Ship,2023-01-02,2023-07-31,1229.85,3440.11,Heavy,210,5923.15,4.816,1,44.3,"Dust Storm",NULL,NULL,0
265,Dubai,"Abu Dhabi",Air,2023-10-31,2023-10-15,1225.95,3363.62,Heavy,1,10309.07,8.409,0,46.4,Rainy,NULL,NULL,0
266,"Ras Al Khaimah","Umm Al Quwain",Air,2023-09-11,2023-06-30,542.56,4753.38,Heavy,1,6447.48,11.883,0,20.6,Rainy,NULL,NULL,0
267,Sharjah,"Ras Al Khaimah",Courier,2023-05-20,2023-09-08,1462.54,1860.9,Medium,111,4898.95,3.35,1,30.9,Clear,NULL,NULL,1
268,"Umm Al Quwain",Fujairah,Courier,2023-02-06,2023-08-20,1554.07,1530.66,Medium,195,4281.76,2.755,1,21.2,Hot,NULL,NULL,0
269,Ajman,Dubai,Truck,2023-06-09,2023-01-24,1843.39,866.11,Medium,1,1436.92,0.779,0,26.7,Hot,NULL,NULL,0
270,Fujairah,"Umm Al Quwain",Courier,2023-01-09,2023-02-18,1182.33,1330.12,Medium,40,2830.75,2.394,1,31.5,Rainy,NULL,NULL,0
271,"Ras Al Khaimah","Abu Dhabi",Truck,2023-08-21,2023-04-20,1565.46,2511.94,Heavy,1,3539.11,2.261,1,46,"Dust Storm",NULL,NULL,0
272,Ajman,"Abu Dhabi",Truck,2023-04-09,2023-10-24,1513.61,4189.38,Heavy,198,5706.98,3.77,1,35.4,Clear,NULL,NULL,1
273,Dubai,"Umm Al Quwain",Truck,2023-05-27,2023-01-07,537.88,1425.01,Medium,1,689.84,1.283,1,39.5,"Dust Storm",NULL,NULL,1
274,"Umm Al Quwain","Abu Dhabi",Truck,2023-10-31,2023-02-08,641.15,792.92,Medium,1,457.54,0.714,0,30.9,Hot,NULL,NULL,0
275,Fujairah,"Umm Al Quwain",Air,2023-07-27,2023-06-19,972.61,1364.28,Medium,1,3317.28,3.411,1,38.1,"Dust Storm",NULL,NULL,0
276,"Ras Al Khaimah",Sharjah,Truck,2023-05-11,2023-12-23,67.51,509.13,Medium,226,30.93,0.458,1,44.5,Clear,NULL,NULL,0
277,"Umm Al Quwain",Fujairah,Truck,2023-06-01,2023-10-11,615.87,4633.84,Heavy,132,2568.46,4.17,1,29,"Dust Storm",NULL,NULL,0
278,Dubai,"Umm Al Quwain",Truck,2023-02-23,2023-07-23,963.55,4363.76,Heavy,150,3784.23,3.927,1,48,Hot,NULL,NULL,0
279,Fujairah,"Abu Dhabi",Air,2023-04-30,2023-11-22,242.9,1545.92,Medium,206,938.76,3.865,1,26.4,Rainy,NULL,NULL,1
280,Fujairah,Sharjah,Ship,2023-06-10,2023-11-10,278.76,1238.7,Medium,153,483.42,1.734,1,47.6,Hot,NULL,NULL,1
283,"Umm Al Quwain","Ras Al Khaimah",Ship,2023-04-23,2023-11-24,1672.49,3004.88,Heavy,215,7035.88,4.207,1,49.6,Clear,NULL,NULL,1
286,Fujairah,"Ras Al Khaimah",Courier,2023-09-11,2023-03-21,787.03,19.82,Light,1,28.08,0.036,0,40.5,Hot,NULL,NULL,0
287,"Ras Al Khaimah",Sharjah,Courier,2023-08-15,2023-04-21,410.11,1098.26,Medium,1,810.73,1.977,1,28.7,"Dust Storm",NULL,NULL,0
288,"Umm Al Quwain",Dubai,Air,2023-04-22,2023-01-14,318.73,4612.6,Heavy,1,3675.43,11.531,0,21.6,Rainy,NULL,NULL,1
289,Fujairah,"Ras Al Khaimah",Truck,2023-04-09,2024-01-01,1590.04,90.03,Light,267,128.84,0.081,1,27.5,"Dust Storm",NULL,NULL,1
290,"Ras Al Khaimah",Ajman,Air,2023-06-02,2023-04-01,946.06,1976.92,Medium,1,4675.71,4.942,1,25.3,"Dust Storm",NULL,NULL,0
291,Dubai,"Ras Al Khaimah",Air,2023-12-15,2023-12-09,1586.93,3949.77,Heavy,1,15670.02,9.874,0,47.7,Rainy,NULL,NULL,0
293,"Abu Dhabi",Ajman,Air,2023-07-13,2023-10-08,411.97,2390.65,Heavy,87,2462.19,5.977,1,29.5,Rainy,NULL,NULL,0
294,"Umm Al Quwain",Sharjah,Truck,2023-11-06,2023-08-10,1035.31,1166.26,Medium,1,1086.7,1.05,0,45.1,Clear,NULL,NULL,0
295,"Ras Al Khaimah","Umm Al Quwain",Air,2023-06-12,2023-03-15,904.71,3000.53,Heavy,1,6786.52,7.501,0,26.4,Rainy,NULL,NULL,0
296,"Abu Dhabi","Umm Al Quwain",Ship,2023-07-27,2023-08-23,865.03,1322.57,Medium,27,1601.69,1.852,1,26,"Dust Storm",NULL,NULL,0
297,"Abu Dhabi",Ajman,Ship,2023-06-18,2023-09-18,1098.86,1280.04,Medium,92,1969.22,1.792,1,43,Hot,NULL,NULL,1
298,Ajman,Dubai,Courier,2023-06-10,2023-04-24,1964.7,4038.96,Heavy,1,14283.62,7.27,1,29.8,"Dust Storm",NULL,NULL,1
299,Fujairah,"Abu Dhabi",Ship,2023-03-09,2023-02-16,1631.41,775.56,Medium,1,1771.36,1.086,0,21.9,Clear,NULL,NULL,0
300,Sharjah,Ajman,Courier,2023-10-16,2023-10-02,1810.31,32.58,Light,1,106.16,0.059,0,41.6,Hot,NULL,NULL,0
301,Ajman,Dubai,Courier,2023-10-04,2023-02-13,88.39,1687.19,Medium,1,268.44,3.037,1,49.7,"Dust Storm",NULL,NULL,0
302,"Umm Al Quwain","Ras Al Khaimah",Courier,2023-10-31,2023-07-28,306.46,2457.41,Heavy,1,1355.58,4.423,1,37,"Dust Storm",NULL,NULL,0
303,Fujairah,"Abu Dhabi",Air,2023-05-15,2023-12-16,196.98,3526.88,Heavy,215,1736.81,8.817,1,27.9,Hot,NULL,NULL,0
305,"Abu Dhabi","Umm Al Quwain",Ship,2023-05-08,2023-05-05,900.53,3319.28,Heavy,1,4184.76,4.647,0,39.5,Clear,NULL,NULL,0
307,Dubai,Fujairah,Ship,2023-06-25,2023-11-26,1016.64,3330.41,Heavy,154,4740.16,4.663,1,46.6,Clear,NULL,NULL,1
308,"Umm Al Quwain",Sharjah,Ship,2023-01-22,2023-07-07,1809.27,1361.27,Medium,166,3448.07,1.906,1,47.3,"Dust Storm",NULL,NULL,1
309,Dubai,Fujairah,Air,2023-08-26,2023-02-01,1881.52,1914.89,Medium,1,9007.26,4.787,0,45.8,Hot,NULL,NULL,1
310,"Ras Al Khaimah",Sharjah,Ship,2023-06-07,2023-06-06,352.14,3084.1,Heavy,1,1520.45,4.318,0,39.5,Hot,NULL,NULL,0
311,Fujairah,Sharjah,Truck,2023-02-07,2023-03-02,1710.24,332.53,Light,23,511.84,0.299,1,33.5,Hot,NULL,NULL,0
312,Ajman,Sharjah,Truck,2023-08-18,2023-09-07,978.99,1480.15,Medium,20,1304.15,1.332,1,40.4,"Dust Storm",NULL,NULL,0
313,"Umm Al Quwain",Fujairah,Ship,2023-12-31,2023-09-28,923.06,2035.06,Heavy,1,2629.88,2.849,0,40,Hot,NULL,NULL,1
314,"Abu Dhabi","Ras Al Khaimah",Truck,2023-02-20,2023-08-06,1576.33,2669.54,Heavy,167,3787.27,2.403,1,26.5,Clear,NULL,NULL,0
315,"Umm Al Quwain",Fujairah,Courier,2023-09-21,2023-01-03,213.49,2434.98,Heavy,1,935.72,4.383,0,35.2,Clear,NULL,NULL,0
316,Fujairah,Ajman,Truck,2023-10-10,2023-01-25,1768.51,3592.07,Heavy,1,5717.35,3.233,1,26.2,"Dust Storm",NULL,NULL,0
317,"Abu Dhabi",Dubai,Courier,2023-01-27,2023-07-26,1351.6,2369.77,Heavy,180,5765.37,4.266,1,47,Clear,NULL,NULL,0
319,"Umm Al Quwain","Ras Al Khaimah",Truck,2023-10-04,2023-07-19,1989.12,1904.69,Medium,1,3409.79,1.714,0,44.2,Hot,NULL,NULL,0
320,Ajman,Dubai,Courier,2023-10-13,2023-12-23,1050.47,2629.23,Heavy,71,4971.47,4.733,1,31.3,Rainy,NULL,NULL,0
321,Ajman,Sharjah,Truck,2023-04-07,2023-04-25,213.73,21.04,Light,18,4.05,0.019,1,42.9,Clear,NULL,NULL,0
322,Dubai,"Ras Al Khaimah",Truck,2023-10-11,2023-10-08,358.05,1555.84,Medium,1,501.36,1.4,1,26.6,"Dust Storm",NULL,NULL,0
323,Sharjah,Dubai,Ship,2023-11-13,2023-06-05,667.53,4333.53,Heavy,1,4049.87,6.067,0,42.9,Hot,NULL,NULL,0
324,Ajman,Fujairah,Truck,2023-10-31,2023-06-15,234,1671.21,Medium,1,351.96,1.504,0,25.4,Clear,NULL,NULL,0
325,Sharjah,Ajman,Truck,2023-05-27,2023-08-11,1636.22,1269.67,Medium,76,1869.71,1.143,1,34.7,"Dust Storm",NULL,NULL,1
328,"Ras Al Khaimah",Dubai,Truck,2023-07-11,2023-07-27,1414.11,2660.37,Heavy,16,3385.85,2.394,1,44.6,"Dust Storm",NULL,NULL,0
329,Dubai,"Ras Al Khaimah",Air,2023-02-18,2023-10-10,371.66,1521.81,Medium,234,1413.99,3.805,1,42.7,Rainy,NULL,NULL,1
331,Sharjah,Dubai,Ship,2023-06-21,2023-01-05,949.76,3957.87,Heavy,1,5262.64,5.541,0,34.8,Clear,NULL,NULL,0
332,"Ras Al Khaimah",Fujairah,Air,2023-08-08,2023-06-07,1000.25,3311.51,Heavy,1,8280.84,8.279,0,45.6,Rainy,NULL,NULL,0
333,"Abu Dhabi",Ajman,Air,2023-06-07,2023-09-07,1085.31,2233.3,Heavy,92,6059.56,5.583,1,39.5,Hot,NULL,NULL,0
334,"Abu Dhabi","Umm Al Quwain",Courier,2023-02-15,2023-09-15,91.41,2889.69,Heavy,212,475.46,5.201,1,21.8,Hot,NULL,NULL,0
335,Ajman,Fujairah,Air,2023-01-06,2023-08-24,1382.01,3835.46,Heavy,230,13251.61,9.589,1,29.8,Clear,NULL,NULL,0
336,Ajman,Fujairah,Ship,2023-04-09,2023-11-03,989.77,3730.19,Heavy,208,5168.84,5.222,1,36.7,Rainy,NULL,NULL,1
337,"Ras Al Khaimah","Abu Dhabi",Truck,2023-08-21,2024-01-02,1588.2,930.68,Medium,134,1330.3,0.838,1,25.2,"Dust Storm",NULL,NULL,0
339,Fujairah,"Umm Al Quwain",Ship,2023-10-07,2023-07-07,484.15,1744.44,Medium,1,1182.4,2.442,0,39,Rainy,NULL,NULL,1
340,Ajman,Fujairah,Ship,2023-12-15,2023-03-04,125.39,941.77,Medium,1,165.32,1.318,0,26.1,Hot,NULL,NULL,0
341,Fujairah,"Abu Dhabi",Courier,2023-10-29,2023-12-04,1415.37,65.75,Light,36,167.51,0.118,1,36.5,Hot,NULL,NULL,1
342,Dubai,Sharjah,Courier,2023-06-30,2023-06-14,1956.19,873.97,Medium,1,3077.37,1.573,0,44.4,Hot,NULL,NULL,0
343,"Ras Al Khaimah","Umm Al Quwain",Ship,2023-04-05,2023-02-26,909.92,4042.18,Heavy,1,5149.28,5.659,0,31.2,Hot,NULL,NULL,0
344,Dubai,Sharjah,Truck,2023-04-09,2023-04-22,541.44,2731.87,Heavy,13,1331.23,2.459,1,27.4,Rainy,NULL,NULL,1
345,Fujairah,"Umm Al Quwain",Air,2023-07-07,2023-08-07,338.64,1711.58,Medium,31,1449.02,4.279,1,41,Clear,NULL,NULL,0
346,Ajman,"Ras Al Khaimah",Truck,2023-04-26,2023-08-29,596.27,3043.68,Heavy,125,1633.37,2.739,1,22.1,Rainy,NULL,NULL,0
347,Dubai,"Abu Dhabi",Air,2023-07-10,2023-01-22,676,3700.47,Heavy,1,6253.79,9.251,0,45,Rainy,NULL,NULL,0
348,"Abu Dhabi","Ras Al Khaimah",Truck,2023-09-10,2023-05-22,865.03,1775.37,Medium,1,1382.17,1.598,0,48.3,Hot,NULL,NULL,1
349,"Umm Al Quwain","Ras Al Khaimah",Courier,2023-06-10,2023-09-23,1321.15,2333.04,Heavy,105,5548.13,4.199,1,48.9,Hot,NULL,NULL,1
350,Ajman,Fujairah,Courier,2023-09-13,2023-05-20,568.13,325.75,Light,1,333.12,0.586,0,33,Hot,NULL,NULL,0
352,Sharjah,Dubai,Ship,2023-05-08,2023-04-29,765.36,1785.25,Medium,1,1912.9,2.499,0,45.7,Clear,NULL,NULL,0
353,Sharjah,"Umm Al Quwain",Ship,2023-01-18,2023-07-18,1715.59,2170.45,Heavy,181,5213.04,3.039,1,26.7,Hot,NULL,NULL,0
355,Fujairah,Dubai,Courier,2023-08-11,2023-08-03,1930.62,3163.88,Heavy,1,10994.85,5.695,0,31.5,Rainy,NULL,NULL,0
357,Dubai,Fujairah,Ship,2023-02-27,2023-10-15,573.52,2113.42,Heavy,230,1696.92,2.959,1,35.2,Rainy,NULL,NULL,0
359,"Abu Dhabi","Ras Al Khaimah",Truck,2023-12-26,2023-06-25,1398.21,3106.71,Heavy,1,3909.45,2.796,0,40.7,Rainy,NULL,NULL,0
360,"Ras Al Khaimah",Ajman,Courier,2023-06-23,2023-12-14,1086.67,4398.49,Heavy,174,8603.47,7.917,1,37.2,"Dust Storm",NULL,NULL,0
361,Fujairah,"Ras Al Khaimah",Air,2023-10-07,2024-01-06,1219.88,3848.91,Heavy,91,11738.02,9.622,1,21.6,Clear,NULL,NULL,1
362,"Abu Dhabi",Sharjah,Courier,2023-04-24,2023-05-09,1517.6,4908.17,Heavy,15,13407.55,8.835,1,36.8,Rainy,NULL,NULL,0
363,Ajman,"Abu Dhabi",Truck,2023-10-15,2023-11-22,1460.03,699.68,Medium,38,919.4,0.63,1,39.4,Clear,NULL,NULL,1
364,Ajman,Fujairah,Truck,2023-12-08,2023-10-20,115.43,1116.49,Medium,1,115.99,1.005,0,39.2,Rainy,NULL,NULL,0
365,"Abu Dhabi","Ras Al Khaimah",Courier,2023-05-31,2023-10-16,1611.07,2698.64,Heavy,138,7825.86,4.858,1,41.9,Clear,NULL,NULL,0
366,Sharjah,"Ras Al Khaimah",Ship,2023-05-07,2023-08-15,1079.43,1183.23,Medium,100,1788.1,1.657,1,35.6,Hot,NULL,NULL,1
368,"Ras Al Khaimah",Fujairah,Air,2023-09-30,2023-02-18,1088.91,2014.43,Heavy,1,5483.83,5.036,0,33.9,Clear,NULL,NULL,1
370,Fujairah,"Ras Al Khaimah",Air,2023-10-26,2023-12-04,324.53,1322.49,Medium,39,1072.97,3.306,1,43.4,Hot,NULL,NULL,0
371,"Abu Dhabi",Sharjah,Air,2023-09-03,2023-03-02,852.31,4766.1,Heavy,1,10155.49,11.915,1,45,"Dust Storm",NULL,NULL,1
372,Sharjah,Dubai,Air,2023-06-25,2023-09-15,691.1,1196.08,Medium,82,2066.53,2.99,1,39.5,Hot,NULL,NULL,1
373,"Abu Dhabi","Ras Al Khaimah",Air,2023-02-08,2023-03-07,720.31,651.52,Medium,27,1173.24,1.629,1,23.8,Hot,NULL,NULL,0
374,Sharjah,Ajman,Truck,2023-06-19,2023-08-28,209.93,630.97,Medium,70,119.21,0.568,1,30,Clear,NULL,NULL,0
375,Sharjah,"Umm Al Quwain",Ship,2023-09-04,2023-10-17,344.89,4032.59,Heavy,43,1947.12,5.646,1,20.6,"Dust Storm",NULL,NULL,0
376,"Ras Al Khaimah",Sharjah,Courier,2023-01-26,2023-02-08,348.81,3575.67,Heavy,13,2245.01,6.436,1,28.9,Hot,NULL,NULL,0
378,Ajman,"Ras Al Khaimah",Ship,2023-11-02,2023-03-01,1792.15,1102.67,Medium,1,2766.61,1.544,0,44.2,Hot,NULL,NULL,0
380,Ajman,Sharjah,Courier,2023-11-12,2023-10-25,849.9,1376.71,Medium,1,2106.12,2.478,0,21.2,Hot,NULL,NULL,1
381,Fujairah,"Umm Al Quwain",Truck,2023-11-09,2023-06-08,643.87,4907.8,Heavy,1,2843.99,4.417,1,27.8,"Dust Storm",NULL,NULL,0
382,Ajman,Sharjah,Ship,2023-02-05,2023-02-27,1581.15,2705.15,Heavy,22,5988.15,3.787,1,37.3,"Dust Storm",NULL,NULL,1
383,"Ras Al Khaimah",Sharjah,Air,2023-06-22,2023-02-18,128.75,964.08,Medium,1,310.31,2.41,1,41.3,"Dust Storm",NULL,NULL,0
384,"Ras Al Khaimah","Umm Al Quwain",Air,2023-01-20,2023-11-25,417.19,4294.75,Heavy,309,4479.32,10.737,1,46,Clear,NULL,NULL,0
385,Dubai,"Umm Al Quwain",Courier,2023-11-17,2023-02-26,444.96,1600.78,Medium,1,1282.11,2.881,0,49,Hot,NULL,NULL,0
386,"Ras Al Khaimah","Umm Al Quwain",Truck,2023-09-21,2023-03-07,1986.14,1447.59,Medium,1,2587.6,1.303,1,46.8,"Dust Storm",NULL,NULL,0
388,Fujairah,Sharjah,Air,2023-05-23,2023-03-11,303.75,3842.15,Heavy,1,2917.63,9.605,0,42.4,Rainy,NULL,NULL,0
389,"Ras Al Khaimah","Abu Dhabi",Truck,2023-04-02,2023-08-05,566.23,870.2,Medium,125,443.46,0.783,1,27.2,Hot,NULL,NULL,1
390,"Abu Dhabi",Fujairah,Truck,2023-12-20,2023-03-31,360.61,1912.02,Medium,1,620.54,1.721,1,21.9,"Dust Storm",NULL,NULL,0
391,Fujairah,Dubai,Ship,2023-11-18,2023-10-09,275.47,159.01,Light,1,61.32,0.223,0,21.7,Clear,NULL,NULL,1
392,Sharjah,Fujairah,Ship,2023-10-15,2023-09-15,1600.45,4134,Heavy,1,9262.76,5.788,1,27.2,"Dust Storm",NULL,NULL,1
393,Fujairah,Ajman,Courier,2023-08-03,2023-06-10,1006.63,1706.89,Medium,1,3092.77,3.072,0,21.1,Hot,NULL,NULL,0
394,"Ras Al Khaimah",Ajman,Ship,2023-12-08,2023-08-23,1273.48,1244.62,Medium,1,2219,1.742,0,45.5,Clear,NULL,NULL,0
395,"Abu Dhabi","Umm Al Quwain",Truck,2023-02-20,2023-05-12,682.56,2901.57,Heavy,81,1782.45,2.611,1,34.7,Rainy,NULL,NULL,0
396,Dubai,Fujairah,Air,2023-06-02,2023-02-19,1120.78,3526.43,Heavy,1,9880.88,8.816,1,44.3,"Dust Storm",NULL,NULL,0
398,"Umm Al Quwain","Abu Dhabi",Air,2023-03-04,2023-11-13,636.83,1742.19,Medium,254,2773.7,4.355,1,49.8,Rainy,NULL,NULL,1
399,Sharjah,Dubai,Courier,2023-07-09,2023-01-03,1314.91,4062.44,Heavy,1,9615.14,7.312,0,48.1,Hot,NULL,NULL,1
400,Fujairah,"Ras Al Khaimah",Air,2023-05-05,2023-11-26,326.19,2327.08,Heavy,205,1897.68,5.818,1,41.5,Clear,NULL,NULL,0
401,"Umm Al Quwain","Ras Al Khaimah",Ship,2023-05-30,2023-05-26,1245.93,510.21,Medium,1,889.96,0.714,0,33.3,Rainy,NULL,NULL,0
402,"Umm Al Quwain",Sharjah,Ship,2023-11-10,2024-01-02,1708.9,4232.31,Heavy,53,10125.63,5.925,1,37.9,Clear,NULL,NULL,0
403,Ajman,Fujairah,Truck,2023-02-27,2023-03-03,267.23,2740.44,Heavy,4,659.1,2.466,0,44.5,Hot,NULL,NULL,0
404,"Umm Al Quwain","Ras Al Khaimah",Courier,2023-12-08,2023-10-01,1798,3014.34,Heavy,1,9755.61,5.426,0,46.9,Clear,NULL,NULL,0
